dt_bf16,dt_f16,dt_f32,dt_f64,vram,m,n,k,tile_m,tile_n,tile_k
1,0,0,0,7.4900,10.575539,6.930737,11.070792,9.337622,2.000000,10.913637
0,0,1,0,1.9600,9.596190,10.498849,8.483816,8.321928,4.584963,7.266787
0,0,1,0,1.9600,9.596190,10.498849,8.483816,5.392317,6.044394,5.781360
1,0,0,0,6.5500,9.108524,9.052568,10.418907,9.108524,1.000000,10.418907
1,0,0,0,6.5500,9.108524,9.052568,10.418907,8.103288,1.000000,10.075479
1,0,0,0,2.6900,9.903882,9.529431,9.147205,9.513728,1.000000,9.147205
1,0,0,0,2.6900,9.903882,9.529431,9.147205,9.116344,4.169925,8.507795
1,0,0,0,0.9100,10.511753,7.971544,10.095397,9.702173,1.000000,10.095397
1,0,0,0,0.9100,10.511753,7.971544,10.095397,4.754888,2.584963,10.057992
0,0,1,0,7.6500,9.422065,10.695228,8.459432,8.643856,3.584963,7.942515
0,0,1,0,7.6500,9.422065,10.695228,8.459432,7.629357,3.584963,7.700440
1,0,0,0,2.8500,10.298063,8.686501,9.596190,9.451211,1.000000,9.596190
1,0,0,0,2.8500,10.298063,8.686501,9.596190,9.802516,4.000000,8.388017
0,1,0,0,7.4800,9.552669,9.558421,9.469642,6.442943,5.643856,7.321928
0,1,0,0,7.4800,9.552669,9.558421,9.469642,7.629357,3.807355,6.857981
0,1,0,0,0.0000,5.554589,7.400879,6.906891,5.554589,6.087463,6.906891
0,1,0,0,0.0000,5.554589,7.400879,6.906891,5.426265,8.714246,3.584963
1,0,0,0,5.9700,10.916626,9.377211,8.285402,8.954196,1.000000,8.285402
1,0,0,0,5.9700,10.916626,9.377211,8.285402,10.758223,3.000000,8.159871
0,0,1,0,1.6700,10.476746,7.748193,10.355351,9.601771,4.906891,8.076816
0,0,1,0,1.6700,10.476746,7.748193,10.355351,9.739781,4.321928,7.774787
1,0,0,0,5.6600,9.649256,9.098032,9.831307,9.649256,1.000000,9.831307
1,0,0,0,5.6600,9.649256,9.098032,9.831307,9.645658,7.781360,4.169925
0,0,1,0,6.8900,9.189825,10.345405,9.044394,9.136991,3.321928,8.503826
0,0,1,0,6.8900,9.189825,10.345405,9.044394,7.247928,4.459432,8.199672
1,0,0,0,3.6900,10.840778,10.356452,7.383704,10.096715,2.584963,6.321928
1,0,0,0,3.6900,10.840778,10.356452,7.383704,10.505812,4.000000,6.754888
0,0,0,1,3.2900,10.070121,9.651052,8.857981,8.954196,3.584963,8.857981
0,0,0,1,3.2900,10.070121,9.651052,8.857981,9.834471,4.459432,7.562242
0,0,0,1,5.4100,10.714246,10.315150,7.546894,10.182394,3.584963,7.546894
0,0,0,1,5.4100,10.714246,10.315150,7.546894,8.303781,7.882643,3.906891
1,0,0,0,7.5500,9.315150,10.696968,8.566054,9.315150,1.000000,8.566054
1,0,0,0,7.5500,9.315150,10.696968,8.566054,8.632995,4.807355,7.483816
1,0,0,0,0.9500,6.988685,11.326429,10.263269,6.988685,2.000000,10.263269
1,0,0,0,0.9500,6.988685,11.326429,10.263269,4.584963,2.584963,10.094078
0,0,1,0,0.3500,8.903882,10.746514,4.643856,8.903882,6.459432,3.584963
0,0,1,0,0.3500,8.903882,10.746514,4.643856,8.758223,12.106563,0.000000
0,0,0,1,3.7300,10.490851,8.962896,9.126704,8.668885,3.807355,9.126704
0,0,0,1,3.7300,10.490851,8.962896,9.126704,9.627534,3.321928,8.396605
1,0,0,0,4.8700,9.489848,8.721099,8.357552,9.489848,1.000000,8.357552
1,0,0,0,4.8700,9.489848,8.721099,8.357552,8.103288,5.392317,7.303781
0,1,0,0,6.9400,8.717676,8.280771,9.571753,6.189825,6.169925,6.820179
0,1,0,0,6.9400,8.717676,8.280771,9.571753,8.417853,3.000000,8.754888
0,0,0,1,3.4700,8.038919,8.836050,9.695228,8.038919,3.000000,9.695228
0,0,0,1,3.4700,8.038919,8.836050,9.695228,5.672425,3.807355,8.581201
0,1,0,0,7.4500,8.507795,8.707359,9.357552,6.087463,6.044394,6.930737
0,1,0,0,7.4500,8.507795,8.707359,9.357552,8.049849,1.000000,9.290019
0,0,0,1,8.5700,8.071462,9.541097,8.960002,8.071462,4.000000,8.960002
0,0,0,1,8.5700,8.071462,9.541097,8.960002,6.658211,3.000000,8.573647
1,0,0,0,1.3300,9.002815,7.700440,9.868823,9.002815,1.000000,9.868823
1,0,0,0,1.3300,9.002815,7.700440,9.868823,7.339850,2.584963,9.245553
0,1,0,0,3.0500,9.306062,9.364135,7.900867,7.159871,5.169925,7.569856
0,1,0,0,3.0500,9.306062,9.364135,7.900867,7.832890,3.584963,7.499846
0,1,0,0,7.6100,9.273796,8.159871,9.139551,6.672425,5.954196,7.022368
0,1,0,0,7.6100,9.273796,8.159871,9.139551,7.179909,3.584963,8.710806
1,0,0,0,7.5200,8.823367,8.891784,8.854868,8.823367,1.000000,8.854868
1,0,0,0,7.5200,8.823367,8.891784,8.854868,7.741467,2.584963,7.118941
0,1,0,0,5.3500,9.177420,7.400879,9.994353,6.442943,5.392317,7.562242
0,1,0,0,5.3500,9.177420,7.400879,9.994353,8.507795,2.000000,9.799282
0,0,0,1,7.0300,9.333155,9.850187,7.383704,9.233620,4.807355,7.383704
0,0,0,1,7.0300,9.333155,9.850187,7.383704,8.011227,8.055282,3.906891
0,0,0,1,5.0000,9.686501,9.432542,7.451211,8.813781,4.700440,7.451211
0,0,0,1,5.0000,9.686501,9.432542,7.451211,5.247928,5.523562,7.417853
0,0,0,1,2.4100,8.930737,9.335390,8.303781,8.930737,3.807355,8.303781
0,0,0,1,2.4100,8.930737,9.335390,8.303781,8.033423,7.426265,4.700440
0,1,0,0,1.4300,9.005625,9.202124,8.366322,6.614710,4.906891,7.832890
0,1,0,0,1.4300,9.005625,9.202124,8.366322,7.312883,6.087463,6.894818
0,0,1,0,0.5000,5.554589,9.238405,11.766943,5.554589,2.000000,10.433585
0,0,1,0,0.5000,5.554589,9.238405,11.766943,0.000000,2.584963,9.430453
0,1,0,0,2.9900,8.033423,9.525521,9.014020,8.033423,4.169925,8.280771
0,1,0,0,2.9900,8.033423,9.525521,9.014020,7.434628,6.426265,5.882643
0,1,0,0,2.9100,7.022368,10.604553,8.945444,7.022368,2.584963,8.945444
0,1,0,0,2.9100,7.022368,10.604553,8.945444,6.584963,4.906891,8.000000
0,1,0,0,6.2600,8.957102,9.885696,7.727920,6.894818,5.321928,7.491853
0,1,0,0,6.2600,8.957102,9.885696,7.727920,7.888743,3.807355,7.312883
0,1,0,0,0.0000,5.700440,7.845490,7.754888,5.700440,5.169925,7.754888
0,1,0,0,0.0000,5.700440,7.845490,7.754888,4.169925,5.087463,7.562242
0,0,0,1,3.3000,9.047124,9.280771,8.243174,8.581201,4.321928,8.243174
0,0,0,1,3.3000,9.047124,9.280771,8.243174,8.459432,4.700440,8.005625
0,0,1,0,4.9700,6.781360,8.870365,10.915132,6.781360,2.000000,9.854868
0,0,1,0,4.9700,6.781360,8.870365,10.915132,5.954196,2.000000,9.497852
0,0,1,0,7.0300,8.839204,7.679480,10.051209,8.839204,2.000000,9.204571
0,0,1,0,7.0300,8.839204,7.679480,10.051209,7.366322,3.000000,9.479780
0,0,1,0,6.3800,6.266787,11.734710,8.554589,6.266787,2.000000,8.554589
0,0,1,0,6.3800,6.266787,11.734710,8.554589,1.000000,4.169925,7.169925
0,0,1,0,4.8800,9.303781,7.727920,9.541097,9.098032,4.000000,8.370687
0,0,1,0,4.8800,9.303781,7.727920,9.541097,8.693487,3.584963,8.810572
0,0,0,1,0.1300,6.247928,8.845490,11.011227,6.247928,2.000000,10.548822
0,0,0,1,0.1300,6.247928,8.845490,11.011227,5.523562,1.000000,10.849405
0,0,0,1,0.2200,7.787903,9.428360,9.350939,7.787903,3.584963,9.350939
0,0,0,1,0.2200,7.787903,9.428360,9.350939,7.515700,3.584963,8.971544
0,1,0,0,4.0600,9.663558,7.813781,9.090112,6.426265,5.169925,7.754888
0,1,0,0,4.0600,9.663558,7.813781,9.090112,9.204571,2.584963,8.562242
0,1,0,0,0.0000,7.312883,7.832890,8.022368,6.857981,4.700440,8.022368
0,1,0,0,0.0000,7.312883,7.832890,8.022368,6.894818,5.392317,7.219169
0,0,1,0,5.9800,8.693487,8.569856,9.308339,8.693487,3.321928,8.491853
0,0,1,0,5.9800,8.693487,8.569856,9.308339,8.588715,3.584963,9.014020
0,1,0,0,1.3400,9.008429,7.734710,9.824959,7.055282,4.459432,8.139551
0,1,0,0,1.3400,9.008429,7.734710,9.824959,8.991522,7.303781,4.584963
0,0,1,0,7.5100,7.312883,9.287712,9.967226,7.312883,2.000000,9.226412
0,0,1,0,7.5100,7.312883,9.287712,9.967226,7.129283,3.584963,8.994353
1,0,0,0,6.2900,8.816984,8.991522,8.761551,8.816984,1.000000,8.761551
1,0,0,0,6.2900,8.816984,8.991522,8.761551,8.266787,4.321928,8.515700
0,0,1,0,2.3700,8.764872,8.744834,9.060696,8.764872,4.807355,8.134426
0,0,1,0,2.3700,8.764872,8.744834,9.060696,8.108524,4.459432,6.658211
0,0,1,0,4.1800,10.664447,5.426265,10.461479,9.554589,3.584963,9.280771
0,0,1,0,4.1800,10.664447,5.426265,10.461479,8.614710,3.321928,9.233620
1,0,0,0,1.6100,8.546894,8.108524,9.914385,8.546894,1.000000,9.914385
1,0,0,0,1.6100,8.546894,8.108524,9.914385,8.124121,4.584963,8.400879
0,0,1,0,7.1400,6.409391,10.632995,9.529431,6.409391,2.000000,9.359750
0,0,1,0,7.1400,6.409391,10.632995,9.529431,6.339850,1.000000,7.936638
0,1,0,0,0.6000,7.851749,8.854868,9.861087,7.851749,3.000000,8.519636
0,1,0,0,0.6000,7.851749,8.854868,9.861087,7.636625,3.000000,7.994353
0,0,0,1,4.8600,9.057992,8.092757,9.417853,8.219169,3.807355,9.116344
0,0,0,1,4.8600,9.057992,8.092757,9.417853,8.658211,3.807355,8.475733
0,1,0,0,0.7900,9.172428,6.169925,11.217958,7.383704,4.700440,8.285402
0,1,0,0,0.7900,9.172428,6.169925,11.217958,8.233620,1.000000,11.185495
0,0,1,0,0.5000,9.019591,8.784635,8.768184,9.019591,5.169925,7.672425
0,0,1,0,0.5000,9.019591,8.784635,8.768184,7.276124,1.000000,8.731319
0,1,0,0,7.4500,8.189825,8.900867,9.479780,6.459432,5.700440,7.276124
0,1,0,0,7.4500,8.189825,8.900867,9.479780,2.000000,4.169925,8.011227
0,0,1,0,3.2600,8.348728,9.902375,8.317413,8.348728,4.807355,8.164907
0,0,1,0,3.2600,8.348728,9.902375,8.317413,8.082149,4.906891,7.794416
0,0,1,0,6.2200,8.864186,9.157347,8.546894,8.266787,4.000000,7.912889
0,0,1,0,6.2200,8.864186,9.157347,8.546894,8.271463,4.807355,8.134426
0,0,0,1,1.8000,8.848623,8.991522,8.727920,8.848623,4.000000,8.727920
0,0,0,1,1.8000,8.848623,8.991522,8.727920,6.700440,5.169925,7.826548
0,1,0,0,5.9600,6.459432,10.210671,9.890264,6.459432,3.321928,8.654636
0,1,0,0,5.9600,6.459432,10.210671,9.890264,3.700440,1.000000,9.815383
0,0,0,1,7.5000,8.930737,8.581201,9.057992,8.049849,3.807355,9.057992
0,0,0,1,7.5000,8.930737,8.581201,9.057992,8.139551,4.700440,6.629357
0,0,1,0,7.5600,8.459432,9.315150,8.797662,8.459432,3.000000,8.204571
0,0,1,0,7.5600,8.459432,9.315150,8.797662,6.727920,4.169925,8.717676
1,0,0,0,4.1100,8.672425,9.656425,8.243174,8.672425,1.000000,8.243174
1,0,0,0,4.1100,8.672425,9.656425,8.243174,4.954196,5.459432,6.820179
0,0,0,1,4.9700,9.047124,6.209453,11.314017,9.047124,1.000000,11.096715
0,0,0,1,4.9700,9.047124,6.209453,11.314017,3.906891,2.000000,8.463524
0,0,1,0,6.1000,9.348728,6.954196,10.260920,9.348728,2.584963,9.116344
0,0,1,0,6.1000,9.348728,6.954196,10.260920,8.174926,3.000000,9.906891
1,0,0,0,6.6200,7.948367,9.471675,9.149747,7.948367,1.000000,9.149747
1,0,0,0,6.6200,7.948367,9.471675,9.149747,5.554589,2.584963,8.731319
1,0,0,0,0.0000,5.832890,6.507795,5.491853,5.832890,6.357552,5.491853
1,0,0,0,0.0000,5.832890,6.507795,5.491853,4.857981,6.727920,4.523562
0,0,1,0,0.1500,8.734710,9.068778,8.768184,8.734710,5.169925,7.754888
0,0,1,0,0.1500,8.734710,9.068778,8.768184,5.832890,4.000000,8.413628
0,1,0,0,8.0600,9.961450,10.072803,6.539159,9.677720,5.754888,6.491853
0,1,0,0,8.0600,9.961450,10.072803,6.539159,9.543032,6.087463,6.285402
0,0,0,1,5.3900,9.700440,8.607330,8.262095,8.257388,4.459432,8.262095
0,0,0,1,5.3900,9.700440,8.607330,8.262095,8.622052,7.894818,4.906891
0,1,0,0,4.7200,9.219169,9.596190,7.754888,6.988685,5.000000,7.426265
0,1,0,0,4.7200,9.219169,9.596190,7.754888,7.948367,4.169925,7.118941
1,0,0,0,0.2000,9.544964,9.403012,7.622052,6.988685,6.169925,6.266787
1,0,0,0,0.2000,9.544964,9.403012,7.622052,3.807355,4.807355,7.442943
0,0,0,1,7.9500,7.851749,9.575539,9.144658,7.851749,3.807355,9.144658
0,0,0,1,7.9500,7.851749,9.575539,9.144658,7.734710,2.584963,8.614710
1,0,0,0,0.8100,8.647458,8.714246,9.207014,8.330917,2.000000,9.207014
1,0,0,0,0.8100,8.647458,8.714246,9.207014,5.169925,4.000000,7.209453
1,0,0,0,6.4800,8.658211,8.778077,9.134426,8.658211,1.000000,9.134426
1,0,0,0,6.4800,8.658211,8.778077,9.134426,6.741467,5.000000,7.607330
0,0,0,1,8.2600,9.467606,8.071462,9.033423,7.499846,3.807355,9.033423
0,0,0,1,8.2600,9.467606,8.071462,9.033423,7.820179,4.169925,8.475733
0,1,0,0,0.3900,9.722808,7.845490,8.997179,5.977280,3.807355,7.686501
0,1,0,0,0.3900,9.722808,7.845490,8.997179,9.447083,3.807355,7.894818
0,0,0,1,3.0500,8.243174,9.306062,9.022368,8.243174,3.807355,9.022368
0,0,0,1,3.0500,8.243174,9.306062,9.022368,7.629357,3.584963,8.936638
0,0,1,0,3.9900,7.864186,8.199672,10.505812,7.864186,3.000000,8.957102
0,0,1,0,3.9900,7.864186,8.199672,10.505812,7.285402,2.000000,8.982994
0,0,0,1,4.8300,9.136991,8.778077,8.654636,8.134426,4.321928,8.654636
0,0,0,1,4.8300,9.136991,8.778077,8.654636,8.535275,2.584963,7.727920
0,1,0,0,6.4100,8.584963,8.308339,9.677720,5.807355,5.954196,6.845490
0,1,0,0,6.4100,8.584963,8.308339,9.677720,6.339850,4.000000,8.312883
0,1,0,0,4.9800,8.169925,9.182394,9.214319,7.139551,4.906891,7.629357
0,1,0,0,4.9800,8.169925,9.182394,9.214319,6.357552,3.000000,6.942515
1,0,0,0,1.7600,8.483816,9.936638,8.149747,8.483816,4.169925,8.149747
1,0,0,0,1.7600,8.483816,9.936638,8.149747,6.686501,9.098032,3.169925
0,0,1,0,0.5000,8.997179,8.535275,9.036174,8.997179,5.087463,7.851749
0,0,1,0,0.5000,8.997179,8.535275,9.036174,8.455327,3.584963,8.442943
0,0,0,1,1.8900,8.238405,8.108524,10.224002,8.238405,2.584963,10.224002
0,0,0,1,1.8900,8.238405,8.108524,10.224002,5.954196,2.000000,9.567956
0,0,0,1,5.6200,9.808964,8.209453,8.550747,7.906891,4.321928,8.550747
0,0,0,1,5.6200,9.808964,8.209453,8.550747,9.523562,3.807355,8.219169
0,1,0,0,3.4400,9.501837,8.592457,8.479780,6.392317,5.169925,7.754888
0,1,0,0,3.4400,9.501837,8.592457,8.479780,9.076816,4.459432,8.426265
0,1,0,0,2.6200,8.957102,9.199672,8.413628,6.459432,4.906891,7.707359
0,1,0,0,2.6200,8.957102,9.199672,8.413628,5.392317,3.584963,7.383704
1,0,0,0,2.7400,9.194757,7.761551,9.616549,9.194757,1.000000,9.616549
1,0,0,0,2.7400,9.194757,7.761551,9.616549,8.945444,6.357552,6.614710
0,1,0,0,6.3400,8.810572,9.625709,8.134426,6.930737,5.087463,7.794416
0,1,0,0,6.3400,8.810572,9.625709,8.134426,7.409391,3.321928,7.459432
0,1,0,0,0.2800,8.400879,9.036174,9.134426,7.467606,3.321928,8.539159
0,1,0,0,0.2800,8.400879,9.036174,9.134426,7.076816,2.000000,8.741467
0,0,1,0,2.5300,9.831307,6.832890,9.899357,8.679480,4.700440,8.214319
0,0,1,0,2.5300,9.831307,6.832890,9.899357,8.455327,2.000000,8.118941
0,0,1,0,4.3500,8.915879,9.011227,8.643856,8.027906,4.584963,7.930737
0,0,1,0,4.3500,8.915879,9.011227,8.643856,8.375039,2.000000,8.584963
0,0,1,0,0.2300,8.625709,8.622052,9.321928,8.625709,4.807355,8.174926
0,0,1,0,0.2300,8.625709,8.622052,9.321928,7.219169,3.584963,8.864186
0,1,0,0,0.5100,7.569856,10.713387,7.936638,7.569856,3.321928,7.936638
0,1,0,0,0.5100,7.569856,10.713387,7.936638,6.108524,4.459432,7.546894
0,1,0,0,3.8600,9.236014,9.172428,8.164907,6.781360,5.000000,7.569856
0,1,0,0,3.8600,9.236014,9.172428,8.164907,8.495855,3.000000,6.686501
0,0,1,0,7.0900,9.523562,8.459432,8.588715,8.082149,3.584963,7.629357
0,0,1,0,7.0900,9.523562,8.459432,8.588715,9.033423,4.321928,7.179909
0,0,1,0,0.0200,8.696968,9.164907,8.710806,8.696968,5.000000,7.839204
0,0,1,0,0.0200,8.696968,9.164907,8.710806,8.511753,2.000000,8.515700
0,1,0,0,6.7500,8.710806,9.014020,8.848623,6.392317,5.584963,7.409391
0,1,0,0,6.7500,8.710806,9.014020,8.848623,7.882643,5.857981,5.643856
0,0,1,0,3.4300,6.870365,9.879583,9.812177,6.870365,3.584963,9.076816
0,0,1,0,3.4300,6.870365,9.879583,9.812177,6.022368,4.459432,7.247928
0,0,0,1,0.4200,6.426265,9.475733,10.666224,6.426265,2.000000,10.526499
0,0,0,1,0.4200,6.426265,9.475733,10.666224,6.303781,2.000000,10.583083
0,1,0,0,4.3400,8.960002,8.921841,8.689998,6.228819,5.169925,7.546894
0,1,0,0,4.3400,8.960002,8.921841,8.689998,6.988685,7.149747,5.554589
1,0,0,0,3.3900,8.930737,8.596190,9.044394,8.930737,1.000000,9.044394
1,0,0,0,3.3900,8.930737,8.596190,9.044394,7.285402,1.000000,8.483816
0,0,1,0,1.7400,8.479780,9.129283,8.962896,8.479780,4.700440,8.204571
0,0,1,0,1.7400,8.479780,9.129283,8.962896,6.303781,1.000000,8.308339
1,0,0,0,7.4400,8.204571,9.116344,9.250298,8.204571,1.000000,9.250298
1,0,0,0,7.4400,8.204571,9.116344,9.250298,7.228819,5.247928,7.400879
0,0,1,0,5.6300,9.257388,9.074141,8.238405,7.672425,4.000000,7.400879
0,0,1,0,5.6300,9.257388,9.074141,8.238405,9.214319,4.000000,8.011227
0,0,1,0,7.5100,9.575539,9.586840,7.409391,7.599913,3.000000,7.409391
0,0,1,0,7.5100,9.575539,9.586840,7.409391,8.960002,6.727920,6.129283
0,1,0,0,0.3500,10.675075,10.178665,4.247928,10.675075,3.807355,4.247928
0,1,0,0,0.3500,10.675075,10.178665,4.247928,7.643856,5.807355,4.169925
0,0,1,0,1.4300,9.453271,9.149747,7.965784,8.471675,4.169925,7.219169
0,0,1,0,1.4300,9.453271,9.149747,7.965784,9.269127,4.906891,7.781360
0,1,0,0,0.2000,8.900867,10.217958,7.451211,7.400879,4.169925,7.303781
0,1,0,0,0.2000,8.900867,10.217958,7.451211,5.285402,3.807355,7.169925
0,0,1,0,2.9200,7.936638,8.857981,9.773139,7.936638,3.807355,8.721099
0,0,1,0,2.9200,7.936638,8.857981,9.773139,7.748193,5.247928,7.199672
0,0,0,1,7.8300,8.483816,8.438792,9.651052,8.055282,3.321928,9.651052
0,0,0,1,7.8300,8.483816,8.438792,9.651052,6.339850,1.000000,8.724514
0,0,1,0,4.9000,7.629357,8.918863,10.018200,7.629357,2.584963,8.948367
0,0,1,0,4.9000,7.629357,8.918863,10.018200,6.375039,3.321928,9.550747
0,1,0,0,6.6400,9.342075,8.569856,8.661778,6.686501,5.584963,7.409391
0,1,0,0,6.6400,9.342075,8.569856,8.661778,8.810572,5.087463,7.900867
1,0,0,0,2.5200,11.200286,7.721099,7.643856,8.266787,1.000000,7.643856
1,0,0,0,2.5200,11.200286,7.721099,7.643856,10.890264,6.930737,5.392317
1,0,0,0,5.0300,9.169925,8.523562,8.879583,9.169925,1.000000,8.879583
1,0,0,0,5.0300,9.169925,8.523562,8.879583,9.049849,5.906891,6.266787
0,0,0,1,6.5900,8.076816,10.562242,7.930737,8.076816,4.169925,7.930737
0,0,0,1,6.5900,8.076816,10.562242,7.930737,7.592457,4.584963,7.906891
0,0,0,1,4.9600,9.769838,10.684749,6.108524,9.769838,3.321928,5.169925
0,0,0,1,4.9600,9.769838,10.684749,6.108524,7.312883,8.774787,3.807355
0,0,1,0,3.8800,9.000000,9.481799,8.087463,8.252665,4.321928,7.774787
0,0,1,0,3.8800,9.000000,9.481799,8.087463,7.467606,3.807355,7.658211
1,0,0,0,4.4000,6.857981,9.668885,10.043027,6.857981,1.000000,10.043027
1,0,0,0,4.4000,6.857981,9.668885,10.043027,2.321928,3.000000,8.317413
1,0,0,0,5.0600,7.426265,8.689998,10.452241,7.426265,1.000000,10.452241
1,0,0,0,5.0600,7.426265,8.689998,10.452241,7.238405,3.000000,9.792790
1,0,0,0,7.5200,6.686501,9.095397,10.787903,6.686501,1.000000,10.787903
1,0,0,0,7.5200,6.686501,9.095397,10.787903,6.629357,1.000000,10.701306
0,0,0,1,6.7200,11.614250,9.071462,5.882643,11.279611,3.000000,5.882643
0,0,0,1,6.7200,11.614250,9.071462,5.882643,10.034799,7.475733,5.209453
0,0,1,0,2.8300,9.736402,8.471675,8.361944,8.471675,4.321928,7.546894
0,0,1,0,2.8300,9.736402,8.471675,8.361944,6.629357,3.584963,8.214319
0,1,0,0,8.5700,9.315150,8.592457,8.661778,6.988685,5.247928,7.707359
0,1,0,0,8.5700,9.315150,8.592457,8.661778,8.839204,4.000000,7.948367
1,0,0,0,4.3900,9.489848,7.066089,10.008429,9.231221,1.000000,10.008429
1,0,0,0,4.3900,9.489848,7.066089,10.008429,7.930737,2.584963,9.609179
0,1,0,0,2.3900,9.958553,7.276124,9.335390,6.845490,4.459432,8.066089
0,1,0,0,2.3900,9.958553,7.276124,9.335390,9.283088,2.584963,8.842350
0,1,0,0,3.0300,9.301496,9.060696,8.209453,6.727920,5.087463,7.507795
0,1,0,0,3.0300,9.301496,9.060696,8.209453,7.707359,8.924813,3.584963
0,1,0,0,1.6500,8.543032,9.812177,8.214319,7.800900,4.321928,8.103288
0,1,0,0,1.6500,8.543032,9.812177,8.214319,6.918863,4.584963,6.918863
0,1,0,0,4.9400,6.321928,10.498849,9.748193,6.321928,2.584963,9.440869
0,1,0,0,4.9400,6.321928,10.498849,9.748193,4.584963,2.584963,9.105909
1,0,0,0,1.2300,7.813781,10.036174,8.717676,7.813781,4.169925,8.717676
1,0,0,0,1.2300,7.813781,10.036174,8.717676,5.000000,4.459432,7.813781
0,0,0,1,7.2000,9.960002,9.074141,7.531381,8.797662,4.584963,7.531381
0,0,0,1,7.2000,9.960002,9.074141,7.531381,9.366322,4.584963,7.149747
1,0,0,0,8.4300,8.924813,8.903882,8.744834,8.924813,1.000000,8.744834
1,0,0,0,8.4300,8.924813,8.903882,8.744834,7.238405,4.169925,7.546894
0,1,0,0,7.8700,9.499846,8.022368,9.049849,6.832890,5.643856,7.321928
0,1,0,0,7.8700,9.499846,8.022368,9.049849,6.303781,3.584963,8.851749
0,0,1,0,5.2500,5.321928,9.868823,11.365229,5.321928,2.000000,9.984418
0,0,1,0,5.2500,5.321928,9.868823,11.365229,4.321928,3.321928,8.204571
0,0,0,1,5.5100,8.693487,8.668885,9.207014,8.527477,3.584963,9.207014
0,0,0,1,5.5100,8.693487,8.668885,9.207014,5.087463,2.584963,8.071462
1,0,0,0,8.3500,8.422065,8.918863,9.228819,8.422065,1.000000,9.228819
1,0,0,0,8.3500,8.422065,8.918863,9.228819,7.820179,5.087463,7.629357
0,0,1,0,6.4300,9.598053,10.205793,6.768184,8.562242,3.000000,6.768184
0,0,1,0,6.4300,9.598053,10.205793,6.768184,8.022368,5.087463,6.129283
0,1,0,0,2.6300,9.731319,8.228819,8.607330,6.475733,4.584963,7.800900
0,1,0,0,2.6300,9.731319,8.228819,8.607330,6.894818,2.584963,8.463524
0,0,1,0,7.2600,9.792790,7.266787,9.507795,8.599913,3.321928,8.233620
0,0,1,0,7.2600,9.792790,7.266787,9.507795,9.766529,5.169925,7.768184
0,1,0,0,7.3200,8.189825,9.605480,8.774787,7.614710,5.000000,7.912889
0,1,0,0,7.3200,8.189825,9.605480,8.774787,6.918863,6.044394,6.918863
0,0,1,0,5.8700,8.930737,7.554589,10.080818,8.614710,3.321928,8.543032
0,0,1,0,5.8700,8.930737,7.554589,10.080818,8.816984,5.643856,7.257388
1,0,0,0,3.6000,9.529431,9.264443,7.774787,8.643856,3.000000,7.774787
1,0,0,0,3.6000,9.529431,9.264443,7.774787,8.836050,5.459432,6.523562
0,0,0,1,4.2400,6.459432,10.145932,9.952741,6.459432,4.169925,8.800900
0,0,0,1,4.2400,6.459432,10.145932,9.952741,4.321928,3.321928,9.605480
0,0,0,1,5.4500,9.779719,7.936638,8.854868,7.531381,4.000000,8.854868
0,0,0,1,5.4500,9.779719,7.936638,8.854868,9.011227,3.807355,7.882643
0,0,0,1,1.7145,8.710806,9.202124,8.658211,8.710806,4.000000,8.658211
0,0,0,1,1.7145,8.710806,9.202124,8.658211,5.700440,5.169925,5.459432
